fname	TimeSig	KeySig	last_mc	last_mn	length_qb	last_mc_unfolded	last_mn_unfolded	length_qb_unfolded	volta_mcs	all_notes_qb	n_onsets	n_onset_positions	guitar_chord_count	form_label_count	label_count	composed_start	composed_end	composed_source	composer	workTitle	movementNumber	movementTitle	workNumber	poet	lyricist	arranger	copyright	creationDate	platform	source	translator	musescore	ms3_version	subdirectory	rel_path	has_drumset	ambitus	originalFormat	staff_1_ambitus	staff_1_instrument	staff_2_ambitus	staff_2_instrument
343 Vom Himmel hoch, da komm ich her	1: 4/4	1: 1	9	9	32.0	9	9	32.0		128.0	183	59	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/343 Vom Himmel hoch, da komm ich her.mscx	False	43-79 (G2-G5)	cap	62-79 (D4-G5)	Sopran/Alt	43-67 (G2-G4)	Tenor/Baß
344 O Haupt voll Blut und Wunden	1: 4/4	1: 0	14	14	48.0	19	19	64.0		192.0	220	77	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/344 O Haupt voll Blut und Wunden.mscx	False	36-74 (C2-D5)	cap	53-74 (F3-D5)	Sopran/Alt	36-65 (C2-F4)	Tenor/Baß
345 Meines Lebens letzte Zeit	1: 4/4	1: 1	15	15	60.0	15	15	60.0		240.0	270	104	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/345 Meines Lebens letzte Zeit.mscx	False	40-76 (E2-E5)	cap	59-76 (B3-E5)	Sopran/Alt	40-67 (E2-G4)	Tenor/Baß
346 Was Gott tut, das ist wohlgetan	1: 4/4	1: 1	12	12	40.0	17	17	56.0		160.0	192	66	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/346 Was Gott tut, das ist wohlgetan.mscx	False	38-76 (D2-E5)	cap	57-76 (A3-E5)	Sopran/Alt	38-66 (D2-F#4)	Tenor/Baß
347 Meinen Jesum laß ich nicht, weil	1: 4/4	1: 0	13	13	52.0	13	13	52.0		208.0	221	87	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/347 Meinen Jesum laß ich nicht, weil.mscx	False	41-74 (F2-D5)	cap	55-74 (G3-D5)	Sopran/Alt	41-62 (F2-D4)	Tenor/Baß
348 Ich hab in Gottes Herz und Sinn	1: 4/4	1: 2	14	14	48.0	19	19	64.0		192.0	247	86	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/348 Ich hab in Gottes Herz und Sinn.mscx	False	45-76 (A2-E5)	cap	59-76 (B3-E5)	Sopran/Alt	45-66 (A2-F#4)	Tenor/Baß
349 Jesu, meiner Seelen Wonne	1: 4/4	1: -2	12	12	48.0	16	16	64.0		192.0	199	65	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/349 Jesu, meiner Seelen Wonne.mscx	False	43-79 (G2-G5)	cap	63-79 (Eb4-G5)	Sopran/Alt	43-65 (G2-F4)	Tenor/Baß
351 Es woll uns Gott genädig sein	1: 4/4	1: 0	18	18	64.0	24	24	84.0		252.0	326	121	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/351 Es woll uns Gott genädig sein.mscx	False	40-76 (E2-E5)	cap	55-76 (G3-E5)	Sopran/Alt	40-65 (E2-F4)	Tenor/Baß
352 Der Herr ist mein getreuer Hirt	1: 4/4	1: 1	12	12	40.0	17	17	56.0		160.0	212	69	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/352 Der Herr ist mein getreuer Hirt.mscx	False	43-74 (G2-D5)	cap	60-74 (C4-D5)	Sopran/Alt	43-64 (G2-E4)	Tenor/Baß
353 Sei Lob und Ehr dem höchsten Gut	1: 4/4	1: 1	12	12	40.0	17	17	56.0		160.0	205	70	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/353 Sei Lob und Ehr dem höchsten Gut.mscx	False	38-79 (D2-G5)	cap	60-79 (C4-G5)	Sopran/Alt	38-69 (D2-A4)	Tenor/Baß
354 Nun ruhen alle Wälder	1: 4/4	1: -2	13	13	48.0	13	13	48.0		192.0	208	64	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/354 Nun ruhen alle Wälder.mscx	False	46-77 (Bb2-F5)	cap	58-77 (Bb3-F5)	Sopran/Alt	46-67 (Bb2-G4)	Tenor/Baß
355 Jesu, meine Freude	1: 4/4	1: -1	13	13	52.0	19	19	76.0		208.0	202	70	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/355 Jesu, meine Freude.mscx	False	38-77 (D2-F5)	cap	55-77 (G3-F5)	Sopran/Alt	38-65 (D2-F4)	Tenor/Baß
356 Warum sollt ich mich denn grämen	1: 4/4	1: 0	13	13	52.0	13	13	52.0		208.0	216	81	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/356 Warum sollt ich mich denn grämen.mscx	False	43-76 (G2-E5)	cap	62-76 (D4-E5)	Sopran/Alt	43-67 (G2-G4)	Tenor/Baß
357 Meine Seel erhebt den Herren	1: 4/4	1: -2	22	22	88.0	22	22	88.0		346.0	203	68	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/357 Meine Seel erhebt den Herren.mscx	False	43-77 (G2-F5)	cap	59-77 (B3-F5)	Sopran/Alt	43-67 (G2-G4)	Tenor/Baß
358 Allein zu dir, Herr Jesu Christ	1: 4/4	1: 2	22	22	78.0	30	30	106.0		280.0	295	97	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/358 Allein zu dir, Herr Jesu Christ.mscx	False	45-79 (A2-G5)	cap	61-79 (C#4-G5)	Sopran/Alt	45-66 (A2-F#4)	Tenor/Baß
359 Wir Christenleut	1: 4/4	1: 3	12	12	44.0	12	12	44.0		176.0	236	81	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/359 Wir Christenleut.mscx	False	42-73 (F#2-C#5)	cap	61-73 (C#4-C#5)	Sopran/Alt	42-66 (F#2-F#4)	Tenor/Baß
360 Du Lebensfürst, Herr Jesu Christ	1: 4/4	1: 1	14	14	48.0	19	19	64.0		192.0	243	88	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/360 Du Lebensfürst, Herr Jesu Christ.mscx	False	43-79 (G2-G5)	cap	62-79 (D4-G5)	Sopran/Alt	43-67 (G2-G4)	Tenor/Baß
361 Es ist gewißlich an der Zeit	1: 4/4	1: 1	12	12	40.0	17	17	56.0		160.0	208	77	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/361 Es ist gewißlich an der Zeit.mscx	False	43-74 (G2-D5)	cap	59-74 (B3-D5)	Sopran/Alt	43-64 (G2-E4)	Tenor/Baß
362 O Welt, sieh hier dein Leben	1: 4/4	1: 3	13	13	49.0	13	13	49.0		196.0	209	71	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/362 O Welt, sieh hier dein Leben.mscx	False	45-76 (A2-E5)	cap	59-76 (B3-E5)	Sopran/Alt	45-66 (A2-F#4)	Tenor/Baß
363 Von Gott will ich nicht lassen	1: 4/4	1: 2	14	14	48.0	19	19	64.0		192.0	239	90	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/363 Von Gott will ich nicht lassen.mscx	False	42-78 (F#2-F#5)	cap	61-78 (C#4-F#5)	Sopran/Alt	42-67 (F#2-G4)	Tenor/Baß
364 Jesu, meiner Seelen Wonne	1: 4/4	1: 3	12	12	48.0	16	16	64.0		192.0	208	74	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/364 Jesu, meiner Seelen Wonne.mscx	False	45-78 (A2-F#5)	cap	64-78 (E4-F#5)	Sopran/Alt	45-67 (A2-G4)	Tenor/Baß
365 O Welt, sieh hier dein Leben	1: 4/4	1: 3	13	13	48.0	13	13	48.0		188.0	243	84	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/365 O Welt, sieh hier dein Leben.mscx	False	45-76 (A2-E5)	cap	57-76 (A3-E5)	Sopran/Alt	45-66 (A2-F#4)	Tenor/Baß
366 Befiel du deine Wege	1: 4/4	1: 2	14	14	48.0	19	19	64.0		192.0	201	69	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/366 Befiel du deine Wege.mscx	False	42-76 (F#2-E5)	cap	57-76 (A3-E5)	Sopran/Alt	42-66 (F#2-F#4)	Tenor/Baß
367 Hilf, Herr Jesu, laß gelingen	1: 3/4	1: -1	19	19	57.0	28	28	84.0		228.0	193	72	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/367 Hilf, Herr Jesu, laß gelingen.mscx	False	41-79 (F2-G5)	cap	58-79 (Bb3-G5)	Sopran/Alt	41-65 (F2-F4)	Tenor/Baß
368 Jesu, der du meine Seele	1: 4/4	1: -4	12	12	48.0	16	16	64.0		192.0	235	82	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/368 Jesu, der du meine Seele.mscx	False	44-78 (Ab2-Gb5)	cap	60-78 (C4-Gb5)	Sopran/Alt	44-66 (Ab2-Gb4)	Tenor/Baß
369 Kommt her zu mir, spricht Gottes Sohn	1: 4/4	1: 0	14	14	52.0	14	14	52.0		208.0	260	86	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/369 Kommt her zu mir, spricht Gottes Sohn.mscx	False	43-76 (G2-E5)	cap	61-76 (C#4-E5)	Sopran/Alt	43-65 (G2-F4)	Tenor/Baß
370 Christ lag in Todesbanden	1: 4/4	1: 1	14	14	48.0	19	19	64.0		188.0	245	88	0	0	0	1707	1748	http://bach-chorales.com/ChoralesByDate.htm										2021-11-22	Linux			3.6.2	1.2.12	MS3	MS3/370 Christ lag in Todesbanden.mscx	False	43-78 (G2-F#5)	cap	59-78 (B3-F#5)	Sopran/Alt	43-69 (G2-A4)	Tenor/Baß
